id,title,url,source,publish_date,isFakeNews,nb_title_found,url_rank,src_rank
Fake_23-Webpage,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report,http://winningdemocrats.com/trump-just-made-a-campaign-promise-so-ridiculous-it-makes-read-my-lips-look-good/,http://winningdemocrats.com,,,,,
Fake_24-Webpage,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,http://usherald.com/top-army-chief-of-staff-general-has-had-it-with-obama-incompetence?utm_source=aep&utm_medium=generalobamaincompetent&utm_campaign=fbext,http://usherald.com,{'$date': 1429715433000},,,,
Fake_25-Webpage,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video],http://allenwestrepublic.com/2016/09/25/congress-must-act-five-days-until-obamas-internet-giveaway-video/,http://allenwestrepublic.com,{'$date': 1474761600000},,,,
Fake_26-Webpage,Clemson BANS Memes Featuring Dead Gorilla Harambe…Promotes “Rape Culture” and “Racism” – Eagle Rising,http://eaglerising.com/37061/clemson-bans-memes-featuring-dead-gorilla-harambe-promotes-rape-culture-and-racism/,http://eaglerising.com,{'$date': 1474871438000},,,,
Fake_27-Webpage,How Democrats are Going to Try to STEAL the Election for Hillary – Eagle Rising,http://eaglerising.com/37044/how-democrats-are-going-to-try-to-steal-the-election-for-hillary/,http://eaglerising.com,{'$date': 1474874132000},,,,
Fake_28-Webpage,"“If You Can’t Run Your Own House, You Certainly Can’t Run the White House” – Eagle Rising",http://eaglerising.com/37040/michelle-obama-attacks-hillary-if-you-cant-run-your-own-house-you-certainly-cant-run-the-white-house/,http://eaglerising.com,{'$date': 1474874411000},,,,
Fake_29-Webpage,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,,,,,,,
Fake_3-Webpage,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising,http://eaglerising.com/36841/why-is-it-racist-to-question-someones-birth-certificate/,http://eaglerising.com,{'$date': 1474243356000},,,,
Fake_30-Webpage,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",,,,,,,
Fake_31-Webpage,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees,,,,,,,
Fake_32-Webpage,NYC Terrorist Ahmad Rahami Sued Police Department for ‘Religious Persecution’ in 2011! ⋆ Freedom Daily,http://freedomdaily.com/nyc-terrorist-ahmad-rahami-sued-police-department-religious-persecution-2011/,http://freedomdaily.com,{'$date': 1474318074000},,,,
Fake_33-Webpage,Fast Food CEO Threatens To Fire Everyone If A Democrat Wins The Presidency,http://author.groopspeak.com/fast-food-ceo-threatens-to-fire-everyone-if-a-democrat-wins-the-presidency/,http://author.groopspeak.com,,,,,
Fake_34-Webpage,BREAKING: WikiLeaks Releases Proof Hillary Lied and The FBI Covered It Up,,,,,,,
Fake_35-Webpage,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake,https://goo.gl/aKyOlG,https://goo.gl,{'$date': 1503566460000},,,,
Fake_36-Webpage,"DISGUSTING! Because Of Hillary & Obama, NY Terrorist Will Get Better Treatment Than US Vets! ⋆ Freedom Daily",http://freedomdaily.com/disgusting-because-of-hillary-obama-ny-terrorist-will-get-better-treatment-than-us-vets/,http://freedomdaily.com,{'$date': 1474408962000},,,,
Fake_37-Webpage,DESPICABLE! Hillary Wants To Put Hero Cop Who Stopped Mall Terror Attack Out Of BUSINESS ⋆ Freedom Daily,http://freedomdaily.com/despicable-hillary-wants-put-hero-cop-stopped-mall-terror-attack-business/,http://freedomdaily.com,{'$date': 1474396550000},,,,
Fake_38-Webpage,UNFIT! Look What Hillary Needed To Get Up The Stairs At Her Rally Today! ⋆ Freedom Daily,http://freedomdaily.com/unfit-look-what-hillary-needed-to-get-up-the-stairs-at-her-rally-today/,http://freedomdaily.com,{'$date': 1474391469000},,,,
Fake_39-Webpage,Website is Down For Maintenance,http://www.proudcons.com/clinton-foundation-caught-in-their-most-disturbing-scheme-yet-countless-people-died/,http://www.proudcons.com,,,,,
Fake_4-Webpage,"HILLARY ON DISABLED CHILDREN During Easter Egg Hunt: ""When are they going to get those f*g ree-tards out of here?"" * 100percentfedUp.com",http://100percentfedup.com/hillary-on-disabled-children-during-easter-egg-hunt-when-are-they-going-to-get-those-fg-ree-tards-out-of-here/,http://100percentfedup.com,{'$date': 1466439263000},,,,
Fake_40-Webpage,No WAY! Liberal Judge Just Made A Law For Black Males To Do This DISGUSTING Thing To Cops ⋆ Freedom Daily,http://freedomdaily.com/no-way-liberal-judge-just-made-law-black-males-disgusting-thing-cops/,http://freedomdaily.com,{'$date': 1474488840000},,,,
Fake_41-Webpage,Clinton's Exploited Haiti Earthquake ‘to Steal Billions of Dollars from the Sick and Starving’ ⋆ Freedom Daily,http://freedomdaily.com/former-haitian-senate-president-clintons-exploited-haiti-earthquake-steal-billions-dollars-sick-starving/,http://freedomdaily.com,{'$date': 1474503317000},,,,
Fake_42-Webpage,BOOM! Merkel Admits Flooding Germany With Muslim Refugees,http://freedomdaily.com/boom-merkel-admits-flooding-germany-with-muslim-refugees-was-wrong/,http://freedomdaily.com,{'$date': 1474479592000},,,,
Fake_43-Webpage,"SICK! Muslim Refugee Beats, Urinates On Pregnant Woman After Seeing What She Has ⋆ Freedom Daily",http://freedomdaily.com/sick-muslim-refugee-beats-urinates-on-pregnant-woman-after-seeing-what-she-has/,http://freedomdaily.com,{'$date': 1474489591000},,,,
Fake_44-Webpage,Republicans Push Bill To Legalize Voter Intimidation To Help Trump In Pennsylvania,http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/,http://www.addictinginfo.org,{'$date': 1474502400000},,,,
Fake_45-Webpage,Female Muslim-American Olympian Bashes U.S.A. —Goes Off The Hinges About Why America Sucks! ⋆ Freedom Daily,http://freedomdaily.com/female-muslim-american-olympian-bashes-u-s-a-goes-off-the-hinges-about-why-america-sucks/,http://freedomdaily.com,{'$date': 1470794442000},,,,
Fake_46-Webpage,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily,http://freedomdaily.com/charlotte-thugs-leaves-cops-body-disgusting-thing/,http://freedomdaily.com,{'$date': 1474566193000},,,,
Fake_47-Webpage,Obama Told Americans That Their Freedom Is Over And,http://freedomdaily.com/nasty-surprise-obama-told-americans-that-their-freedom-is-over-and-new-world-government-is-taking-over/,http://freedomdaily.com,{'$date': 1474567449000},,,,
Fake_48-Webpage,Tebow DISMANTLES national anthem protests in one sentence...BOOM! ⋆ Freedom Daily,http://freedomdaily.com/tebow-dismantles-national-anthem-protests-one-sentence-boom/,http://freedomdaily.com,{'$date': 1474577949000},,,,
Fake_49-Webpage,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,http://freedomdaily.com/breaking-federal-agents-make-massive-discovery-southern-border-isis-2/,http://freedomdaily.com,{'$date': 1474573054000},,,,
Fake_5-Webpage,'Reporters' FLEE When Clintons Get EXPOSED!,http://clashdaily.com/2016/09/watch-trump-visits-little-haiti-miami-reporters-flee-clintons-get-exposed/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,http://clashdaily.com,{'$date': 1474208802000},,,,
Fake_50-Webpage,Australia Voted To Ban Muslims And Liberals Are Pissed,https://goo.gl/p7jFZG,https://goo.gl,{'$date': 1474616571000},,,,
Fake_51-Webpage,"Two White Men Doused With Gasoline, Set On FIRE By Blacks",http://freedomdaily.com/white-men-set-on-fire-by-blacks-media-censored/,http://freedomdaily.com,{'$date': 1474663910000},,,,
Fake_52-Webpage,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",,,,,,,
Fake_53-Webpage,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,,,,,,,
Fake_54-Webpage,"The NFL Told Russell Wilson Not To Speak About His Faith, So He Did Something Fans Couldn't Believe ⋆ Freedom Daily",http://freedomdaily.com/nfl-told-russell-wilson-not-speak-faith-something-fans-couldnt-believe/,http://freedomdaily.com,{'$date': 1474918718000},,,,
Fake_55-Webpage,The Pope Flat Out Called Fox News Type Journalism ‘Terrorism’,http://author.addictinginfo.org/2016/09/23/the-pope-flat-out-called-fox-news-type-journalism-terrorism/,http://author.addictinginfo.org,{'$date': 1474588800000},,,,
Fake_56-Webpage,"HERE IT IS! The Winner of the First Debate Was Just Announced, And the Winner Is…",http://freedomdaily.com/here-it-is-the-winner-of-the-first-debate-was-just-announced-and-the-winner-is/,http://freedomdaily.com,{'$date': 1475009830000},,,,
Fake_57-Webpage,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.,http://www.yesimright.com/hillary-thought-she-won-the-debate-didnt-expect-this-to-happen-to-prove-her-wrong/,http://www.yesimright.com,{'$date': 1474995707000},,,,
Fake_58-Webpage,Riot Police DID Shoot Unarmed Charlotte Protester In Head,http://occupydemocrats.com/2016/09/22/multiple-witnesses-riot-police-shoot-unarmed-charlotte-protester-head/,http://occupydemocrats.com,{'$date': 1474502400000},,,,
Fake_59-Webpage,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",http://occupydemocrats.com/2016/09/23/bombshell-abc-reveals-trump-paid-hundreds-millions-russian-oligarchs-2/,http://occupydemocrats.com,{'$date': 1474588800000},,,,
Fake_6-Webpage,Bombing Suspect Filed Anti-Muslim Discrimination Lawsuit Against Police – Eagle Rising,http://eaglerising.com/36871/bombing-suspect-filed-anti-muslim-discrimination-lawsuit-against-police/,http://eaglerising.com,{'$date': 1474326313000},,,,
Fake_60-Webpage,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate""",http://occupydemocrats.com/2016/09/23/breaking-new-jersey-moves-impeach-chris-christie-bridgegate/,http://occupydemocrats.com,{'$date': 1474588800000},,,,
Fake_61-Webpage,Newsweek Accuses Trump Of Committing A Felony,http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/,http://occupydemocrats.com,{'$date': 1474588800000},,,,
Fake_62-Webpage,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning,,,,,,,
Fake_63-Webpage,Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won,http://occupydemocrats.com/2016/09/27/breaking-putins-troll-army-caught-rigging-twitter-pretend-trump-won/,http://occupydemocrats.com,{'$date': 1474934400000},,,,
Fake_64-Webpage,Trump Supreme Court Pick Sued By Feds For Racial Discrimination,http://occupydemocrats.com/2016/09/28/trumps-biggest-silicon-valley-donor-sued-by-feds-for-discrimination/,http://occupydemocrats.com,{'$date': 1475020800000},,,,
Fake_65-Webpage,Note In Arabic Found With NYC Bomb… Call Says There Will Be More Bombings,http://rightwingnews.com/top-news/note-arabic-found-nyc-bomb-call-says-will-bombings/,http://rightwingnews.com,{'$date': 1474264661000},,,,
Fake_66-Webpage,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report,http://winningdemocrats.com/donald-trump-goes-off-the-deep-end-may-be-unfit-for-debate/,http://winningdemocrats.com,,,,,
Fake_67-Webpage,Secret Video Records MASSIVE Hillary Event Flop!,http://rightwingnews.com/hillary-clinton-2/secret-video-records-massive-hillary-event-flop/,http://rightwingnews.com,{'$date': 1474291954000},,,,
Fake_68-Webpage,CNN FURIOUS and Embarrassed After Trump Called Them Out For One Major Thing,http://rightwingnews.com/donald-trump/cnn-furious-embarrassed-trump-called-them-one-major-thing/,http://rightwingnews.com,{'$date': 1474297518000},,,,
Fake_69-Webpage,New York bomb Suspect SUED Police!,http://rightwingnews.com/top-news/new-york-bomb-suspect-sued-police/,http://rightwingnews.com,{'$date': 1474312146000},,,,
Fake_7-Webpage,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,http://eaglerising.com/36847/clinton-foundation-spent-5-7-on-charity-rest-went-to-salaries-and-other-expenses/,http://eaglerising.com,{'$date': 1474326713000},,,,
Fake_70-Webpage,Obama’s Speech In New York Shocks Americans When He Says THIS About Attacks!,http://rightwingnews.com/top-news/obamas-speech-new-york-shocks-americans-says-attacks/,http://rightwingnews.com,{'$date': 1474315116000},,,,
Fake_71-Webpage,Bill And Hillary Clinton Have A MAJOR AIDS Scandal!,http://www.thepoliticalinsider.com/clinton-aids-bill-hillary-major-scandal/?source=RWN,http://www.thepoliticalinsider.com,{'$date': 1474389602000},,,,
Fake_72-Webpage,Changing Your Baby's Diaper Is Now A Sex Crime In Arizona,http://www.chicksontheright.com/changing-your-babys-diaper-is-now-a-sex-crime-in-arizona/?utm_source=RWN&utm_medium=RWN&utm_campaign=RWN,http://www.chicksontheright.com,{'$date': 1474332562000},,,,
Fake_73-Webpage,Michelle Obama NOT Leaving The White House – Hillary Clinton Has Terrifying New Role For Her!?!?,http://rightwingnews.com/top-news/michelle-obama-not-leaving-white-house-hillary-clinton-terrifying-new-role/,http://rightwingnews.com,{'$date': 1474400493000},,,,
Fake_74-Webpage,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…,http://rightwingnews.com/hillary-clinton-2/new-clinton-foundation-scandal-just-broke-hillary-actually-thinks-black-people/,http://rightwingnews.com,{'$date': 1474467005000},,,,
Fake_75-Webpage,BREAKING: Judge DEMANDS Release Of Clinton’s Security Training Files – She Has 5 Days…,http://rightwingnews.com/hillary-clinton-2/breaking-judge-demands-release-clintons-security-training-files-5-days/,http://rightwingnews.com,{'$date': 1474478371000},,,,
Fake_76-Webpage,Networks Confirm They Will Not Be Fact-Checking Donald Trump In Any Way,http://addictinginfo.org/2016/09/26/networks-confirm-they-will-not-be-fact-checking-donald-trump-in-any-way/,http://addictinginfo.org,{'$date': 1474848000000},,,,
Fake_77-Webpage,"Decades-Old Clinton Friend Comes Forward, Says She Knows What's Happening to Hillary",http://conservativetribune.com/clinton-friend-happening-hillary/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-21&utm_campaign=manualpost,http://conservativetribune.com,{'$date': 1474416000000},,,,
Fake_78-Webpage,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",https://ihavethetruth.com/2016/03/27/162167/,https://ihavethetruth.com,{'$date': 1459036800000},,,,
Fake_79-Webpage,White Guy Walled In Car By BlackLivesMatter Protesters – They See What He’s Brandishing And Scatter…,http://rightwingnews.com/top-news/white-guy-walled-car-blacklivesmatter-protesters-see-hes-brandishing-scatter/,http://rightwingnews.com,{'$date': 1474580005000},,,,
Fake_8-Webpage,The Black Sphere with Kevin Jackson,http://theblacksphere.net/2016/09/chicago-environmentalist-scumbags/,http://theblacksphere.net,{'$date': 1474313372000},,,,
Fake_80-Webpage,Obama: “I bet when I die you’ll be happy to pee on my grave.”,https://ihavethetruth.com/2016/01/30/obama-i-bet-when-i-die-youll-be-happy-to-pee-on-my-grave/,https://ihavethetruth.com,{'$date': 1454112000000},,,,
Fake_81-Webpage,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO],http://rightwingnews.com/black-lives-matter/surprise-70-charlotte-rioters-not-guess-means-video/,http://rightwingnews.com,{'$date': 1474651120000},,,,
Fake_82-Webpage,Hillary's DEAD!?!? Brand New Theory Has Serious PROOF,http://www.thepoliticalinsider.com/hillary-health-dead-brand-new-theory/?source=RWN,http://www.thepoliticalinsider.com,{'$date': 1474575278000},,,,
Fake_83-Webpage,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down,http://rightwingnews.com/top-news/exposed-soros-funding-fake-veterans-pac-to-take-trump-down/,http://rightwingnews.com,{'$date': 1474871998000},,,,
Fake_84-Webpage,OUTRAGE! Obama Spends $770M Dollars In Tax Payer Money To Renovate Mosques Over Seas… [VIDEO],http://rightwingnews.com/barack-obama/outrage-obama-spends-770m-dollars-tax-payer-money-renovate-mosques-seas-video/,http://rightwingnews.com,{'$date': 1474896577000},,,,
Fake_85-Webpage,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO],http://rightwingnews.com/military/boom-marines-send-terrorists-scathing-message/,http://rightwingnews.com,{'$date': 1474903539000},,,,
Fake_86-Webpage,BOOM! Charlotte Officials FINALLY Silence Rioters With One E P I C Announcement! [VIDEO],http://rightwingnews.com/black-lives-matter/boom-charlotte-officials-finally-silence-rioters-one-e-p-c-announcement/,http://rightwingnews.com,{'$date': 1474904704000},,,,
Fake_87-Webpage,BREAKING: Steps to FORCE FBI Director Comey to Resign In Process – Hearing Decides His Fate Sept 28,http://rightwingnews.com/hillary-clinton-2/breaking-steps-force-fbi-director-comey-resign-process-hearing-decides-fate-sept-28/,http://rightwingnews.com,{'$date': 1474907754000},,,,
Fake_88-Webpage,Hillary’s TOP Donor Country Just Auctioned Off ISIS Sex Slaves…,http://rightwingnews.com/hillary-clinton-2/hillarys-top-donor-country-just-auctioned-off-isis-sex-slaves/,http://rightwingnews.com,{'$date': 1474912025000},,,,
Fake_89-Webpage,Cavuto Just Exposed Lester Holt's Lies During Debate,http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost,http://conservativetribune.com,{'$date': 1474934400000},,,,
Fake_9-Webpage,"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country",http://clashdaily.com/2016/09/dear-cnn-ap-2004-said-boy-obama-born-particular-country/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,http://clashdaily.com,{'$date': 1474207108000},,,,
Fake_90-Webpage,People Noticed Something Odd About Hillary's Outfit,http://www.thepoliticalinsider.com/first-presidential-debate-hillary-clinton-sick/?source=RWN,http://www.thepoliticalinsider.com,{'$date': 1475000011000},,,,
Fake_91-Webpage,People Noticed Something Odd About Hillary’s Outfit at the Debate Last Night,http://rightwingnews.com/top-news/people-noticed-something-odd-hillarys-outfit-debate-last-night/,http://rightwingnews.com,{'$date': 1475010040000},,,,
