id,title,url,source,publish_date,nb_title_found,url_rank,src_rank,isFakeNews
Real_19-Webpage-P,28-year-old man sought in Manhattan blast,http://politi.co/2cjO7Ux,http://politi.co,{'$date': 1474272304000},,,,
Real_2-Webpage-P,Trump Campaign Chair Says Racism Didn't Exist Before Obama In Viral Rant,http://occupydemocrats.com/2016/09/22/unhinged-trump-campaign-chair-says-racism-didnt-exist-obama-viral-rant-2/,http://occupydemocrats.com,{'$date': 1474502400000},,,,
Real_20-Webpage-P,"Christie among the most unpopular governors in the country, poll finds",http://politi.co/2cZxICx,http://politi.co,{'$date': 1474369091000},,,,
Real_21-Webpage-P,"Donald Trump, Hillary Clinton Spar Over Taxes in First Presidential Debate",http://abcn.ws/2dnuLiI,http://abcn.ws,,,,,
Real_22-Webpage-P,Look What Was Just SPOTTED Inside The Student Center At Hofstra University,http://www.chicksontheright.com/hofstra-universitys-student-union-puts-trigger-warning-ahead-tonights-debate/?utm_source=RWN&utm_medium=RWN&utm_campaign=RWN,http://www.chicksontheright.com,{'$date': 1474919176000},,,,
Real_23-Webpage-P,Early Voting In North Carolina Shows GREAT NEWS For Democrats,http://author.addictinginfo.org/2016/09/23/early-voting-in-north-carolina-shows-great-news-for-democrats/,http://author.addictinginfo.org,{'$date': 1474588800000},,,,
Real_24-Webpage-P,Cop Dies From Tuberculosis After Suspect Spat At Her,http://www.opposingviews.com/i/health/female-cop-dies-disease-after-criminal-spits-her-face-during-arrest?fb=rwn,http://www.opposingviews.com,,,,,
Real_25-Webpage-P,UK Begins Construction On “Great Wall” – Meant to Keep Illegal Migrants OUT (VIDEO),http://rightwingnews.com/europe/uk-begins-construction-great-wall-meant-keep-illegal-migrants-video/,http://rightwingnews.com,{'$date': 1474562638000},,,,
Real_26-Webpage-P,"Donald Trump, Germany’s disfavored son – POLITICO",http://politi.co/2df6xHB,http://politi.co,{'$date': 1474601447000},,,,
Real_27-Webpage-P,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/finally-some-common-sense-in-charlotte-we-should-applaud-this-young-man/,http://conservativebyte.com,,,,,
Real_28-Webpage-P,Trump team talking to veteran GOP ad man Elsass,http://politi.co/2d2BkGM,http://politi.co,{'$date': 1474384396000},,,,
Real_29-Webpage-P,McCrory calls state of emergency in Charlotte after unrest,http://politi.co/2d5L43j,http://politi.co,{'$date': 1474503757000},,,,
Real_3-Webpage-P,'Locked the black bitch out': White students under investigation after racist Snapchat reveals campus harassment,,,,,,,
Real_30-Webpage-P,"Donald Trump Calls for Nationwide Stop-and-Frisk Policy, Then Rolls It Back",http://abcn.ws/2ddGVux,http://abcn.ws,,,,,
Real_31-Webpage-P,UN to resume Syria aid deliveries – POLITICO,http://politi.co/2cNdAY7,http://politi.co,{'$date': 1474536967000},,,,
Real_32-Webpage-P,"KISS’ Gene Simmons: “You Want to Win the War on Terror? Profile Everyone, Profile ME!” [VIDEO]",http://rightwingnews.com/celebrities/kiss-gene-simmons-want-win-war-terror-profile-everyone-profile/,http://rightwingnews.com,{'$date': 1474385335000},,,,
Real_33-Webpage-P,Kerry says Syrian diplomacy at impasse after truce collapses,http://politi.co/2cURhx8,http://politi.co,{'$date': 1474568230000},,,,
Real_34-Webpage-P,Ford Motor CEO Says Trump Is Lying AGAIN! Company Is NOT Moving U.S. Operations To Mexico,http://www.liberalamerica.org/2016/09/17/ford-motor-ceo-says-trump-lying-company-not-moving-u-s-operations-mexico/,http://www.liberalamerica.org,{'$date': 1474070400000},,,,
Real_35-Webpage-P,"BREAKING: Toby Keith Forced To Cancel Show, I Didn’t Expect This",http://newsbake.com/entertainment-news/music-entertainment/breaking-toby-keith-forced-cancel-show-didnt-expect/?utm_source=Right+Wing+News&utm_medium=Toby+Keith%2F9%2F23&utm_content=Right+Wing+News%2FToby+Keith%2F9%2F23,http://newsbake.com,{'$date': 1474642281000},,,,
Real_36-Webpage-P,"Clinton, Trump meet world leaders for very different reasons",http://www.cnn.com/2016/09/19/politics/trump-clinton-egypt-fattah-el-sisi/index.html,http://www.cnn.com,{'$date': 1474243200000},,,,
Real_37-Webpage-P,Road to 270: CNN's general election map,http://cnn.it/2cVdQBY,http://cnn.it,,,,,
Real_38-Webpage-P,North Korea at UN: US faces 'tremendous consequences',http://cnn.it/2cVh9ZP,http://cnn.it,,,,,
Real_39-Webpage-P,“See What Happens to Her!” [VIDEO] – Eagle Rising,http://eaglerising.com/36873/trump-challenges-hillary-to-disarm-her-bodyguards-see-what-happens-to-her-video/,http://eaglerising.com,{'$date': 1474416747000},,,,
Real_4-Webpage-P,Massive Protests Erupt In North Carolina After Police Kill Disabled Black Man,http://occupydemocrats.com/2016/09/21/massive-protests-erupt-north-carolina-police-kill-disabled-black-man/,http://occupydemocrats.com,{'$date': 1474416000000},,,,
Real_40-Webpage-P,LA Police Commission Tells Officers How To Deal With Armed Suspects And It Is INSANE ⋆ Freedom Daily,http://freedomdaily.com/la-police-commission-officers-armed-suspects/,http://freedomdaily.com,{'$date': 1474665597000},,,,
Real_41-Webpage-P,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cCz75G,http://abcn.ws,,,,,
Real_42-Webpage-P,Worst. President. Ever.,http://politi.co/2cGdput,http://politi.co,{'$date': 1474196700000},,,,
Real_43-Webpage-P,"Texas, California Separatists Attend Kremlin-Funded Conference",http://abcn.ws/2d7uFbf,http://abcn.ws,,,,,
Real_44-Webpage-P,"Obama, in an awkward twist, becomes Saudi Arabia's defender",http://politi.co/2deClfw,http://politi.co,{'$date': 1474567134000},,,,
Real_45-Webpage-P,McConnell punts budget vote to buy time for deal,http://politi.co/2cksDqD,http://politi.co,{'$date': 1474293333000},,,,
Real_46-Webpage-P,Former Miss Universe sizes up Melania Trump: 'I think I speak more English',http://politi.co/2dpRUAG,http://politi.co,{'$date': 1474989583000},,,,
Real_47-Webpage-P,Ivanka Trump to meet with female Republican Congress members,http://cnn.it/2ddRwBq,http://cnn.it,,,,,
Real_48-Webpage-P,Barney Frank: Tea party outmaneuvered Democrats,http://cnn.it/2dtCBUb,http://cnn.it,,,,,
Real_49-Webpage-P,BREAKING: North Carolina Drops Anti-LGBT 'Bathroom Bill' Lawsuit Against US,,,,,,,
Real_5-Webpage-P,Howard Dean ROASTS Trump Over Debate Sniffles: ‘Coke User’? (TWEETS),http://addictinginfo.org/2016/09/27/howard-dean-roasts-trump-over-debate-sniffles-cocaine-user-tweets/,http://addictinginfo.org,{'$date': 1474934400000},,,,
Real_50-Webpage-P,Obama: 'There's a reason why we haven't had a woman President',http://cnn.it/2cx93na,http://cnn.it,,,,,
Real_51-Webpage-P,"Michelle Obama jokes about Melania Trump plagiarism: 'Yeah, that was tough'",http://cnn.it/2dguLNq,http://cnn.it,,,,,
Real_52-Webpage-P,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/our-nations-top-general-troubled-by-u-s-cash-to-iran/,http://conservativebyte.com,,,,,
Real_53-Webpage-P,Trump Gets ANNIHILATED On Twitter After He Pretends He Didn’t Just Trash Police Officers (TWEETS),http://www.addictinginfo.org/2016/09/19/trump-gets-annihilated-on-twitter-after-he-pretends-he-didnt-just-trash-police-officers-tweets/,http://www.addictinginfo.org,{'$date': 1474243200000},,,,
Real_54-Webpage-P,"Good News Folks, God Is Now Protecting Donald Trump From A ‘Concentrated Satanic Attack’ (VIDEO)",http://www.addictinginfo.org/2016/09/23/good-news-folks-god-is-now-protecting-donald-trump-from-a-concentrated-satanic-attack-video/,http://www.addictinginfo.org,{'$date': 1474588800000},,,,
Real_55-Webpage-P,"McConnell, Pelosi, Ryan seek deal on government funding impasse",http://politi.co/2d6WORj,http://politi.co,{'$date': 1474982464000},,,,
Real_56-Webpage-P,Libertarian candidates: We will alter course of the election,http://politi.co/2cj6KrE,http://politi.co,{'$date': 1474232307000},,,,
Real_57-Webpage-P,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/cnn-panel-gets-so-heated-host-pulls-the-plug-video/,http://conservativebyte.com,,,,,
Real_58-Webpage-P,Trump hints Obama to blame for Charlotte unrest,http://politi.co/2cJlAWU,http://politi.co,{'$date': 1474532948000},,,,
Real_59-Webpage-P,"US boy, six, asks Obama if he can adopt Omran Daqneesh",http://cnn.it/2cTxgav,http://cnn.it,,,,,
Real_6-Webpage-P,"New York Times Will FINALLY Start Calling Trump A ""Liar""",http://occupydemocrats.com/2016/09/20/just-new-york-times-will-finally-start-calling-trump-liar/,http://occupydemocrats.com,{'$date': 1474329600000},,,,
Real_60-Webpage-P,Trump 'happy' he didn't bring up Bill Clinton's affairs,http://politi.co/2czkZc8,http://politi.co,{'$date': 1474931826000},,,,
Real_61-Webpage-P,How Congress Can Override President Obama's Veto of the 9/11 Bill,http://abcn.ws/2d7sJ2y,http://abcn.ws,,,,,
Real_62-Webpage-P,Trump Campaign Chair Says Racism Didn’t Exist Before Obama – Promptly Resigns,http://author.addictinginfo.org/2016/09/22/trump-campaign-chair-says-racism-didnt-exist-before-obama-promptly-resigns/,http://author.addictinginfo.org,{'$date': 1474502400000},,,,
Real_63-Webpage-P,"Obama, Biden honor Arnold Palmer",http://cnn.it/2d3KEZt,http://cnn.it,,,,,
Real_64-Webpage-P,DOJ: Chinese company tried to evade U.S. sanctions against North Korea,http://politi.co/2cykLBS,http://politi.co,{'$date': 1474889709000},,,,
Real_65-Webpage-P,Debate breaks record as most-watched in U.S. history,http://cnn.it/2dwwCh9,http://cnn.it,,,,,
Real_66-Webpage-P,NATO chief counterattacks against Donald Trump – POLITICO,http://politi.co/2d15Len,http://politi.co,{'$date': 1474982556000},,,,
Real_67-Webpage-P,Reality Check: Was 'stop-and-frisk' effective?,http://cnn.it/2cp0zgU,http://cnn.it,,,,,
Real_68-Webpage-P,Trump Jr. defends Skittles tweet: 'I don't deal in microaggression',http://cnn.it/2dl3hpQ,http://cnn.it,,,,,
Real_69-Webpage-P,Obama nominates ambassador to Cuba in long-shot move,http://politi.co/2dqcRvf,http://politi.co,{'$date': 1474996450000},,,,
Real_7-Webpage-P,Conservatives Throw A Hissy Fit Because Michelle Obama Talked About Slavery At Black History Museum,http://author.addictinginfo.org/2016/09/23/conservatives-throw-a-hissy-fit-because-michelle-obama-talked-about-slavery-at-black-history-museum/,http://author.addictinginfo.org,{'$date': 1474588800000},,,,
Real_70-Webpage-P,"Hillary Clinton leads Donald Trump by 6 points, according to national poll",http://cnn.it/2cRGTGk,http://cnn.it,,,,,
Real_71-Webpage-P,Hateful Arizona Pastor Deported From Botswana After Saying Gays Should Be ‘Stoned to Death’ (VIDEO),http://www.addictinginfo.org/2016/09/20/hateful-arizona-pastor-deported-from-botswana-after-saying-gays-should-be-stoned-to-death-video/,http://www.addictinginfo.org,{'$date': 1474329600000},,,,
Real_72-Webpage-P,Twitter Just Wrecked Donald Trump After Horrible Attack On ‘Black Communities’ (TWEETS) ‹ Opposition Report,http://winningdemocrats.com/twitter-just-wrecked-donald-trump-after-horrible-attack-on-black-communities-tweets/,http://winningdemocrats.com,,,,,
Real_73-Webpage-P,Meet This Week's White Texan Terrorist Trump Isn't Talking About,http://occupydemocrats.com/2016/09/20/meet-weeks-white-texan-terrorist-trump-isnt-talking/,http://occupydemocrats.com,{'$date': 1474329600000},,,,
Real_74-Webpage-P,McConnell plays hardball in spending fight,http://politi.co/2cGf4xO,http://politi.co,{'$date': 1474552728000},,,,
Real_75-Webpage-P,What the US government can and cannot do to US citizens suspected of terrorism,http://cnn.it/2d6Dcug,http://cnn.it,,,,,
Real_76-Webpage-P,Trump received $1.6 million from Secret Service,http://politi.co/2cQ4Ssc,http://politi.co,{'$date': 1474571470000},,,,
Real_77-Webpage-P,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cLOLtg,http://abcn.ws,,,,,
Real_78-Webpage-P,"Ivanka Trump, Paul Ryan meet",http://cnn.it/2d6HcPU,http://cnn.it,,,,,
Real_79-Webpage-P,Schumer transfers millions to Dems in bid for Senate takeover,http://politi.co/2cYJWvx,http://politi.co,{'$date': 1474348829000},,,,
Real_8-Webpage-P,"Trump Said Not Paying Taxes Makes Him ""Smart."" Mark Cuban's Response Is Powerful",http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/,http://occupydemocrats.com,{'$date': 1475020800000},,,,
Real_80-Webpage-P,Transparent creator Jill Soloway compares 'monster' Trump to Hitler after Emmy win,http://cnn.it/2d5RPSS,http://cnn.it,,,,,
Real_81-Webpage-P,Airstrikes Bury Syrians in Aleppo - ABC News,http://abcn.ws/2d6AS7G,http://abcn.ws,,,,,
Real_82-Webpage-P,America's relationships are on the line — no matter who wins,http://politi.co/2d1xPwp,http://politi.co,{'$date': 1474261890000},,,,
Real_83-Webpage-P,The Word Liberals are TERRIFIED Of – Eagle Rising,http://eaglerising.com/36863/terrorism-the-word-liberals-are-terrified-of/,http://eaglerising.com,{'$date': 1474326152000},,,,
Real_84-Webpage-P,"Clint Eastwood Had Enough, Blows Up On Hillary And Obama… Liberals",http://freedomdaily.com/clint-eastwood-had-enough-blows-up-on-hillary-and-obama-liberals-are-furious/,http://freedomdaily.com,{'$date': 1474394766000},,,,
Real_85-Webpage-P,Italian prime minister jokes about Bill Clinton as 'first gentleman',http://politi.co/2d2O8t0,http://politi.co,{'$date': 1474290305000},,,,
Real_86-Webpage-P,WWII Veteran Pens Brutal Op-Ed Slamming Draft-Dodging Trump,http://occupydemocrats.com/2016/09/26/wwii-veteran-pens-brutal-op-ed-slamming-draft-dodging-trump/,http://occupydemocrats.com,{'$date': 1474848000000},,,,
Real_87-Webpage-P,Louisiana Cop Claims Murdering A 6-Year Old Child Was Self-Defense,http://author.addictinginfo.org/2016/09/23/louisiana-cop-claims-murdering-a-6-year-old-child-was-self-defense/,http://author.addictinginfo.org,{'$date': 1474588800000},,,,
Real_88-Webpage-P,"Paul Ryan defends Donald Trump, dodges on Machado comment",http://cnn.it/2dx08Ud,http://cnn.it,,,,,
Real_89-Webpage-P,Trump launches 'Crooked Hillary' Snapchat filter for debate,http://cnn.it/2du7wQg,http://cnn.it,,,,,
Real_9-Webpage-P,"Trump Said Not Paying Taxes Makes Him ""Smart."" Mark Cuban's Response Is Powerful",http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/,http://occupydemocrats.com,{'$date': 1475020800000},,,,
Real_90-Webpage-P,Lawyer Jailed For Wearing Black Lives Matter Pin In Court,http://www.opposingviews.com/i/society/judge-took-one-look-what-lawyer-had-pinned-her-shirt-and-told-her-without-hesitation-youre?fb=rwn,http://www.opposingviews.com,,,,,
Real_91-Webpage-P,Charity: Clinton Foundation Distributed “Watered-Down” AIDS Drugs to Sub-Saharan Africa – Eagle Rising,http://eaglerising.com/36899/charity-clinton-foundation-distributed-watered-down-aids-drugs-to-sub-saharan-africa/,http://eaglerising.com,{'$date': 1474416521000},,,,
Real_92-Webpage-P,Trump’s High-Energy War on American Politics,http://politi.co/2cZBGip,http://politi.co,{'$date': 1474881960000},,,,
Real_93-Webpage-P,Donald Trump is RIGHT on Profiling [VIDEO] – Eagle Rising,http://eaglerising.com/37033/bill-maher-donald-trump-is-right-on-profiling-video/,http://eaglerising.com,{'$date': 1474875006000},,,,
Real_94-Webpage-P,Hillary Clinton prepares for unpredictable Trump at presidential debate,http://cnn.it/2cMNF03,http://cnn.it,,,,,
Real_95-Webpage-P,"Donald Trump, Germany’s disfavored son – POLITICO",http://politi.co/2csN1WG,http://politi.co,{'$date': 1474601447000},,,,
Real_96-Webpage-P,BREAKING: Hollywood Legend Just Died Of Terrible Disease,http://newsbake.com/entertainment-news/tv/breaking-hollywood-legend-just-died-terrible-disease/?utm_source=Right+Wing+News&utm_medium=hollywood%2F9%2F19&utm_campaign=Right+Wing+News%2Fhollywood%2F9%2F19,http://newsbake.com,{'$date': 1474250978000},,,,
Real_97-Webpage-P,Worst. President. Ever.,http://politi.co/2d1qa5t,http://politi.co,{'$date': 1474196700000},,,,
Real_98-Webpage-P,Don King drops N-word while introducing Donald Trump,http://cnn.it/2dh5vq9,http://cnn.it,,,,,
Real_99-Webpage-P,Donald Trump Jr. Compares Syrian Refugees to Skittles,http://abcn.ws/2cFVuaq,http://abcn.ws,,,,,
