id,title,url,source,publish_date,isFakeNews,nb_title_found
Fake_82-Webpage,Hillary's DEAD!?!? Brand New Theory Has Serious PROOF,http://www.thepoliticalinsider.com/hillary-health-dead-brand-new-theory/?source=RWN,http://www.thepoliticalinsider.com,1474575278000.0,True,0.0
Fake_83-Webpage,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down,http://rightwingnews.com/top-news/exposed-soros-funding-fake-veterans-pac-to-take-trump-down/,http://rightwingnews.com,1474871998000.0,True,177000.0
Fake_84-Webpage,OUTRAGE! Obama Spends $770M Dollars In Tax Payer Money To Renovate Mosques Over Seas… [VIDEO],http://rightwingnews.com/barack-obama/outrage-obama-spends-770m-dollars-tax-payer-money-renovate-mosques-seas-video/,http://rightwingnews.com,1474896577000.0,True,1.0
Fake_85-Webpage,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO],http://rightwingnews.com/military/boom-marines-send-terrorists-scathing-message/,http://rightwingnews.com,1474903539000.0,True,0.0
Fake_86-Webpage,BOOM! Charlotte Officials FINALLY Silence Rioters With One E P I C Announcement! [VIDEO],http://rightwingnews.com/black-lives-matter/boom-charlotte-officials-finally-silence-rioters-one-e-p-c-announcement/,http://rightwingnews.com,1474904704000.0,True,1.0
Fake_87-Webpage,BREAKING: Steps to FORCE FBI Director Comey to Resign In Process – Hearing Decides His Fate Sept 28,http://rightwingnews.com/hillary-clinton-2/breaking-steps-force-fbi-director-comey-resign-process-hearing-decides-fate-sept-28/,http://rightwingnews.com,1474907754000.0,True,2.0
Fake_88-Webpage,Hillary’s TOP Donor Country Just Auctioned Off ISIS Sex Slaves…,http://rightwingnews.com/hillary-clinton-2/hillarys-top-donor-country-just-auctioned-off-isis-sex-slaves/,http://rightwingnews.com,1474912025000.0,True,784000.0
Fake_89-Webpage,Cavuto Just Exposed Lester Holt's Lies During Debate,http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost,http://conservativetribune.com,1474934400000.0,True,1.0
Fake_9-Webpage,"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country",http://clashdaily.com/2016/09/dear-cnn-ap-2004-said-boy-obama-born-particular-country/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,http://clashdaily.com,1474207108000.0,True,3.0
Fake_90-Webpage,People Noticed Something Odd About Hillary's Outfit,http://www.thepoliticalinsider.com/first-presidential-debate-hillary-clinton-sick/?source=RWN,http://www.thepoliticalinsider.com,1475000011000.0,True,5.0
Fake_91-Webpage,People Noticed Something Odd About Hillary’s Outfit at the Debate Last Night,http://rightwingnews.com/top-news/people-noticed-something-odd-hillarys-outfit-debate-last-night/,http://rightwingnews.com,1475010040000.0,True,1.0
Real_1-Webpage,Another Terrorist Attack in NYC…Why Are we STILL Being Politically Correct – Eagle Rising,http://eaglerising.com/36942/another-terrorist-attack-in-nyc-why-are-we-still-being-politically-correct/,http://eaglerising.com,1474528230000.0,False,854000.0
Real_10-Webpage,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",http://abcn.ws/2d4lNn9,http://abcn.ws,,False,7.0
Real_11-Webpage,"Obama To UN: ‘Giving Up Liberty, Enhances Security In America…’ [VIDEO]",http://rightwingnews.com/barack-obama/obama-un-giving-liberty-enhances-security-america/,http://rightwingnews.com,1474476044000.0,False,1.0
Real_12-Webpage,Trump vs. Clinton: A Fundamental Clash over How the Economy Works,http://politi.co/2de2qs0,http://politi.co,1474974420000.0,False,5.0
Real_13-Webpage,"President Obama Vetoes 9/11 Victims Bill, Setting Up Showdown With Congress",http://abcn.ws/2dh2NFs,http://abcn.ws,,False,1.0
Real_14-Webpage,"CHAOS! NC Protest MOB Ambushes Female Truck Driver, Loots Truck, Sets Cargo On Fire – No One Helps!? [VIDEO]",http://rightwingnews.com/black-lives-matter/chaos-nc-protest-mob-ambushes-female-truck-driver-loots-truck-sets-cargo-fire-no-one-helps/,http://rightwingnews.com,1474473199000.0,False,9.0
Real_15-Webpage,10 Moments That Mattered From Hillary Clinton and Donald Trump's First Debate,http://abcn.ws/2d56mMD,http://abcn.ws,,False,5.0
Real_16-Webpage,Young Girl's Emotional Council Speech Laments 'Shame' of Fatal Charlotte Shooting,http://abcn.ws/2cTj7ap,http://abcn.ws,,False,8.0
Real_17-Webpage,Jeb Bush to lecture at Harvard this fall,http://cnn.it/2d7qa20,http://cnn.it,,False,5.0
Real_18-Webpage,Clinton vs. Trump: The debate before the debate,http://politi.co/2d0l760,http://politi.co,1474885803000.0,False,4.0
Real_19-Webpage,Is Hillary in a No-Win Situation?,http://politi.co/2d0FTlN,http://politi.co,1474906020000.0,False,5.0
Real_2-Webpage,Hillary Clinton on police shootings: 'too many people have lost their lives who shouldn't have',http://cnn.it/2cRxlv5,http://cnn.it,,False,1.0
Real_20-Webpage,Johnson: 'I’m going to sleep well at the end of all this',http://politi.co/2cx5AZI,http://politi.co,1474797888000.0,False,2.0
Real_21-Webpage,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,http://abcn.ws/2cVpv23,http://abcn.ws,,False,1.0
Real_22-Webpage,Senate Dems Move To Force Trump To Release His Tax Returns,http://occupydemocrats.com/2016/09/23/senate-dems-move-force-trump-release-tax-returns/,http://occupydemocrats.com,1474588800000.0,False,7010000.0
Real_23-Webpage,Dem congressman to IRS: Audit the Trump Foundation,http://cnn.it/2diatmB,http://cnn.it,,False,8.0
Real_24-Webpage,Armed Intruders Break in House…Armed Resident Responds – Eagle Rising,http://eaglerising.com/36992/caught-on-video-armed-intruders-break-in-housearmed-resident-responds/,http://eaglerising.com,1474702231000.0,False,1650000.0
Real_25-Webpage,"Post-debate, Trump team hits moderator Holt for 'some hostile questions'",http://politi.co/2dojlvi,http://politi.co,1474963260000.0,False,2.0
Real_26-Webpage,One Critically Wounded As Charlotte Police Endure Second Night Of RIOTS… [VIDEO],http://rightwingnews.com/black-lives-matter/one-critically-wounded-as-charlotte-police-endure-second-night-of-riots-video/,http://rightwingnews.com,1474550242000.0,False,1220000.0
Real_27-Webpage,Rouhani: Iran deal able to weather the election,http://politi.co/2da5pR0,http://politi.co,1474483299000.0,False,4.0
Real_28-Webpage,“How Can we LEAD When we Can’t Even Control Our Own Cities?” [VIDEO] – Eagle Rising,http://eaglerising.com/36966/trump-how-can-we-lead-when-we-cant-even-control-our-own-cities-video/,http://eaglerising.com,1474615804000.0,False,2.0
Real_29-Webpage,9 times Ted Cruz insulted Donald Trump before endorsing him,http://politi.co/2cSUHmo,http://politi.co,1474649129000.0,False,8.0
Real_3-Webpage,"Critical counties: Wake County, NC, could put up a fight",http://cnn.it/2dnoYpa,http://cnn.it,,False,9.0
Real_30-Webpage,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",http://politi.co/2dbESny,http://politi.co,1474908937000.0,False,5.0
Real_31-Webpage,Clinton: ‘The next 50 days will determine the next 50 years’,http://politi.co/2cmo9Qd,http://politi.co,1474367623000.0,False,3.0
Real_32-Webpage,I Was RFK’s Speechwriter. Now I’m Voting for Trump. Here’s Why.,http://politi.co/2cQNTTT,http://politi.co,1474472520000.0,False,1220.0
Real_33-Webpage,NC State Troopers Take A Knee Before Protecting Charlotte – But It Wasn’t To Protest The National Anthem…,http://rightwingnews.com/black-lives-matter/nc-state-troopers-take-knee-protecting-charlotte-wasnt-protest-national-anthem/,http://rightwingnews.com,1474655224000.0,False,528000.0
Real_34-Webpage,Sacramento mayor punches pie thrower,http://cnn.it/2de6xHA,http://cnn.it,,False,4.0
Real_35-Webpage,Megan Rapinoe Punished Over Not Standing For Anthem?,http://www.opposingviews.com/i/society/megan-rapinoe-be-punished-over-not-standing-anthem?fb=rwn,http://www.opposingviews.com,,False,12200.0
Real_36-Webpage,Liberals Are Furious When Reality Star Brody Jenner Tells the Truth About Police Shootings on Twitter,http://rightwingnews.com/top-news/liberals-furious-reality-star-brody-jenner-tells-truth-police-shootings-twitter/,http://rightwingnews.com,1474930971000.0,False,36100.0
Real_37-Webpage,Donna Brazile slams Trump for not apologizing for birther claims,http://politi.co/2cSX97k,http://politi.co,1474974570000.0,False,3.0
Real_38-Webpage,US builds working theory on cause of Syrian airstrike,http://cnn.it/2dbAvI9,http://cnn.it,,False,8.0
Real_39-Webpage,Emmy Host Kimmel Calls Out Dude Who Made Trump A Reality TV Star For Helping Destroy America (VIDEO),http://www.ifyouonlynews.com/humor/emmy-host-kimmel-calls-out-dude-who-made-trump-a-reality-tv-star-for-helping-destroy-america-video/,http://www.ifyouonlynews.com,1474233807000.0,False,299000.0
Real_4-Webpage,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/inside-the-cover-up-of-hillarys-email-server/,http://conservativebyte.com,,False,2.0
Real_40-Webpage,Trump-Clinton debates will stream on Twitter,http://politi.co/2cRe8b9,http://politi.co,1474448908000.0,False,2.0
Real_41-Webpage,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',http://abcn.ws/2d3YEVr,http://abcn.ws,,False,4.0
Real_42-Webpage,National poll: Clinton leads Trump by 6,http://cnn.it/2cX0uoC,http://cnn.it,,False,147.0
Real_43-Webpage,“Public School Forced My Child To,http://freedomdaily.com/outraged-parents-file-lawsuit-public-school-forced-my-child-to-convert-to-islam/,http://freedomdaily.com,1474314610000.0,False,2660000000.0
