id,title,url,source,publish_date,nb_title_found,url_rank,src_rank,isFakeNews
Real_3-Webpage,"Critical counties: Wake County, NC, could put up a fight",http://cnn.it/2dnoYpa,http://cnn.it,,,,,
Real_30-Webpage,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",http://politi.co/2dbESny,http://politi.co,{'$date': 1474908937000},,,,
Real_31-Webpage,Clinton: ‘The next 50 days will determine the next 50 years’,http://politi.co/2cmo9Qd,http://politi.co,{'$date': 1474367623000},,,,
Real_32-Webpage,I Was RFK’s Speechwriter. Now I’m Voting for Trump. Here’s Why.,http://politi.co/2cQNTTT,http://politi.co,{'$date': 1474472520000},,,,
Real_33-Webpage,NC State Troopers Take A Knee Before Protecting Charlotte – But It Wasn’t To Protest The National Anthem…,http://rightwingnews.com/black-lives-matter/nc-state-troopers-take-knee-protecting-charlotte-wasnt-protest-national-anthem/,http://rightwingnews.com,{'$date': 1474655224000},,,,
Real_34-Webpage,Sacramento mayor punches pie thrower,http://cnn.it/2de6xHA,http://cnn.it,,,,,
Real_35-Webpage,Megan Rapinoe Punished Over Not Standing For Anthem?,http://www.opposingviews.com/i/society/megan-rapinoe-be-punished-over-not-standing-anthem?fb=rwn,http://www.opposingviews.com,,,,,
Real_36-Webpage,Liberals Are Furious When Reality Star Brody Jenner Tells the Truth About Police Shootings on Twitter,http://rightwingnews.com/top-news/liberals-furious-reality-star-brody-jenner-tells-truth-police-shootings-twitter/,http://rightwingnews.com,{'$date': 1474930971000},,,,
Real_37-Webpage,Donna Brazile slams Trump for not apologizing for birther claims,http://politi.co/2cSX97k,http://politi.co,{'$date': 1474974570000},,,,
Real_38-Webpage,US builds working theory on cause of Syrian airstrike,http://cnn.it/2dbAvI9,http://cnn.it,,,,,
Real_39-Webpage,Emmy Host Kimmel Calls Out Dude Who Made Trump A Reality TV Star For Helping Destroy America (VIDEO),http://www.ifyouonlynews.com/humor/emmy-host-kimmel-calls-out-dude-who-made-trump-a-reality-tv-star-for-helping-destroy-america-video/,http://www.ifyouonlynews.com,{'$date': 1474233807000},,,,
Real_4-Webpage,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/inside-the-cover-up-of-hillarys-email-server/,http://conservativebyte.com,,,,,
Real_40-Webpage,Trump-Clinton debates will stream on Twitter,http://politi.co/2cRe8b9,http://politi.co,{'$date': 1474448908000},,,,
Real_41-Webpage,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',http://abcn.ws/2d3YEVr,http://abcn.ws,,,,,
Real_42-Webpage,National poll: Clinton leads Trump by 6,http://cnn.it/2cX0uoC,http://cnn.it,,,,,
Real_43-Webpage,“Public School Forced My Child To,http://freedomdaily.com/outraged-parents-file-lawsuit-public-school-forced-my-child-to-convert-to-islam/,http://freedomdaily.com,{'$date': 1474314610000},,,,
Real_44-Webpage,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cQBD2w,http://abcn.ws,,,,,
Real_45-Webpage,How to watch the first presidential debate,http://cnn.it/2djsykq,http://cnn.it,,,,,
Real_46-Webpage,Topics for first presidential debate announced,http://politi.co/2cZokC4,http://politi.co,{'$date': 1474303868000},,,,
Real_47-Webpage,KISS Bassist Gene Simmons on How to Stop Islamic Terrorism,http://eaglerising.com/37013/kiss-bassist-gene-simmons-on-how-to-stop-islamic-terrorism-profile-video/,http://eaglerising.com,{'$date': 1474700746000},,,,
Real_48-Webpage,"Clinton: Tulsa shooting 'unbearable,' should be 'intolerable'",http://cnn.it/2cQyS4N,http://cnn.it,,,,,
Real_49-Webpage,Conway: Trump will explain his Islamic State plan if asked,http://politi.co/2dm2wkm,http://politi.co,{'$date': 1474874720000},,,,
Real_5-Webpage,Obama in NYC: 'We all have a role to play' in terror fight after suspected bombings,http://cnn.it/2cTtbDk,http://cnn.it,,,,,
Real_50-Webpage,Obama: Refugee crisis is test of our humanity,http://cnn.it/2deTou2,http://cnn.it,,,,,
Real_51-Webpage,Trump labels Clinton 'weak and ineffective' in wake of bombings,http://cnn.it/2d6LAP3,http://cnn.it,,,,,
Real_52-Webpage,In Defense of ‘He Said/She Said’ Journalism,http://politi.co/2daL69Q,http://politi.co,{'$date': 1474607580000},,,,
Real_53-Webpage,Inmate Dead From Alleged Mistreatment In Jail Run By Infamous Pro-Trump Sheriff,http://www.addictinginfo.org/2016/09/20/inmate-dead-from-alleged-mistreatment-in-jail-run-by-infamous-pro-trump-sheriff/,http://www.addictinginfo.org,{'$date': 1474329600000},,,,
Real_54-Webpage,Debate Commission STUNS Journalists By Siding With Trump: Fact Checking Is Out Of Bounds (VIDEO),http://www.ifyouonlynews.com/politics/debate-commission-stuns-journalists-by-siding-with-trump-fact-checking-is-out-of-bounds-video/,http://www.ifyouonlynews.com,{'$date': 1474813297000},,,,
Real_55-Webpage,Trump camp: ‘Donald Trump is guilty of answering the question asked’,http://politi.co/2doygoM,http://politi.co,{'$date': 1474960666000},,,,
Real_56-Webpage,France becomes the first country to ban plastic plates and cutlery,https://www.washingtonpost.com/news/worldviews/wp/2016/09/19/france-bans-plastic-plates-and-cutlery/,https://www.washingtonpost.com,{'$date': 1474243200000},,,,
Real_57-Webpage,Paul Ryan ducks on stop-and-frisk,http://cnn.it/2de7kZ4,http://cnn.it,,,,,
Real_58-Webpage,Charlotte Police REVEAL What They Said To Black Man Just Moments Before Shooting…,http://rightwingnews.com/top-news/charlotte-police-reveal-said-black-man-just-moments-shooting/,http://rightwingnews.com,{'$date': 1474490291000},,,,
Real_59-Webpage,Kaine visits site of Orlando mass shooting,http://politi.co/2d1z7fz,http://politi.co,{'$date': 1474912644000},,,,
Real_6-Webpage,Obama weighs in on the debate,http://politi.co/2dpdeXp,http://politi.co,{'$date': 1474984149000},,,,
Real_60-Webpage,How Trump Is Hiding From The Media Like A Total Coward,http://www.addictinginfo.org/2016/09/20/how-trump-is-hiding-from-the-media-like-a-total-coward/,http://www.addictinginfo.org,{'$date': 1474329600000},,,,
Real_61-Webpage,“Why Aren’t I 50 Points Ahead?” – Eagle Rising,http://eaglerising.com/36936/hillary-wants-to-know-why-arent-i-50-points-ahead/,http://eaglerising.com,{'$date': 1474529428000},,,,
Real_62-Webpage,Bobby Knight: Nobody can 'correct mistakes' like Trump,http://politi.co/2cRiK2U,http://politi.co,{'$date': 1474469645000},,,,
Real_63-Webpage,BREAKING: Pipe Bombs Found in New Jersey Train Station,http://rightwingnews.com/crime/breaking-pipe-bombs-found-new-jersey-train-station/,http://rightwingnews.com,{'$date': 1474258610000},,,,
Real_64-Webpage,Hillary Clinton on Between Two Ferns: 'I really regret doing this',http://cnn.it/2djV0ml,http://cnn.it,,,,,
Real_65-Webpage,Magistrate won't order federal arraignment for bombing suspect,http://politi.co/2cS4PJJ,http://politi.co,{'$date': 1474491232000},,,,
Real_66-Webpage,US: ISIS did not use mustard agent in base attack,http://cnn.it/2dwOp8d,http://cnn.it,,,,,
Real_67-Webpage,"Terrorist Attacks Will Likely Affect 2016 Presidential Race, Experts Say",http://abcn.ws/2cDjJ92,http://abcn.ws,,,,,
Real_68-Webpage,Everything you need to know about Trump and Clinton’s first 2016 presidential debate,http://politi.co/2d3mmAD,http://politi.co,{'$date': 1474381829000},,,,
Real_69-Webpage,U.S. attorney sees no rush to arraign Rahami in federal court,http://politi.co/2cS8sh4,http://politi.co,{'$date': 1474471057000},,,,
Real_7-Webpage,Donald Trump's rise puts Ted Cruz in a bind,http://cnn.it/2dlbk5X,http://cnn.it,,,,,
Real_70-Webpage,Trump hits Clinton on Islamic State: ‘It is time for change’,http://politi.co/2cEsAnL,http://politi.co,{'$date': 1474360141000},,,,
Real_71-Webpage,Bridgegate: Port Authority officials planned to make Fort Lee 'traffic jam as bad as possible',http://cnn.it/2dn8vWp,http://cnn.it,,,,,
Real_72-Webpage,Bono: ‘Trump is potentially the worst idea that ever happened to America’,http://politi.co/2cN5r3A,http://politi.co,{'$date': 1474361025000},,,,
Real_73-Webpage,2016 presidential race tightens in Florida,http://cnn.it/2ddxgjJ,http://cnn.it,,,,,
Real_74-Webpage,HuffPo Just Dropped The Mic On Internet Polls Saying Trump Crushed Hillary In Last Night’s Debate,http://addictinginfo.org/2016/09/27/huffpo-just-dropped-the-mic-on-internet-polls-saying-trump-crushed-hillary-in-last-nights-debate/,http://addictinginfo.org,{'$date': 1474934400000},,,,
Real_75-Webpage,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',http://cnn.it/2cX5Nof,http://cnn.it,,,,,
Real_76-Webpage,Watch Joe Biden Take Trump’s Own Words And Tear Him To SHREDS After Debate (VIDEO),http://addictinginfo.org/2016/09/27/watch-joe-biden-take-trumps-own-words-and-tear-him-to-shreds-after-debate-video/,http://addictinginfo.org,{'$date': 1474934400000},,,,
Real_77-Webpage,U.S. mistakenly granted citizenship to hundreds of immigrants,http://politi.co/2cKqILg,http://politi.co,{'$date': 1474283649000},,,,
Real_78-Webpage,Insiders: The heat is on Hillary,http://politi.co/2cP9WaV,http://politi.co,{'$date': 1474866410000},,,,
Real_79-Webpage,Donald Trump Jr. Just Pinned A Tweet So Stupid It Will Make Your Eyes Bleed ‹ Opposition Report,http://winningdemocrats.com/donald-trump-jr-just-pinned-a-tweet-so-stupid-it-will-make-your-eyes-bleed/,http://winningdemocrats.com,,,,,
Real_8-Webpage,More Milestone Moments for Donald Trump! – Eagle Rising,http://eaglerising.com/36829/more-milestone-moments-for-donald-trump/,http://eaglerising.com,{'$date': 1474243551000},,,,
Real_80-Webpage,Donald Trump retreats to friendly media ground,http://cnn.it/2dcjQUU,http://cnn.it,,,,,
Real_81-Webpage,Pence gives no specifics on why Trump Foundation story is inaccurate,http://politi.co/2d1BwU6,http://politi.co,{'$date': 1474445384000},,,,
Real_82-Webpage,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,http://abcn.ws/2cMLIxB,http://abcn.ws,,,,,
Real_83-Webpage,Trump’s puzzling pitch to black voters,http://politi.co/2cRQmvU,http://politi.co,{'$date': 1474460641000},,,,
Real_84-Webpage,Joe Arpaio: Trump didn’t call Obama’s birth certificate ‘legitimate’,http://politi.co/2cLospd,http://politi.co,{'$date': 1474474598000},,,,
Real_85-Webpage,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',http://cnn.it/2dgYW6Z,http://cnn.it,,,,,
Real_86-Webpage,McAuliffe hangs with Willie Nelson -- and his weed,http://cnn.it/2dbrw9X,http://cnn.it,,,,,
Real_87-Webpage,The Mystery of Trump’s Man in Moscow: Carter Page,http://politi.co/2cYpJ8p,http://politi.co,{'$date': 1474634160000},,,,
Real_88-Webpage,It’s “Trump is HITLER” Month at the Washington Post – Eagle Rising,http://eaglerising.com/36955/its-trump-is-hitler-month-at-the-washington-post/,http://eaglerising.com,{'$date': 1474526406000},,,,
Real_89-Webpage,Obama’s team isn’t laughing at Trump anymore,http://politi.co/2cW2vAD,http://politi.co,{'$date': 1474866060000},,,,
Real_9-Webpage,"Georgia poll: Donald Trump, Hillary Clinton in tight race",http://cnn.it/2cynaZx,http://cnn.it,,,,,
Real_90-Webpage,Chelsea Handler Gets The Last Word After RNC Chair Attacks Hillary For Not Smiling (VIDEO),http://www.addictinginfo.org/2016/09/19/chelsea-handler-gets-the-last-word-after-rnc-chair-attacks-hillary-for-not-smiling-video/,http://www.addictinginfo.org,{'$date': 1474243200000},,,,
Real_91-Webpage,Is Donald Trump qualified to be president?,http://politi.co/2dkiM5e,http://politi.co,{'$date': 1474866599000},,,,
